TAXID,Command,Ethnicity
981772,RTS RECRUITS,BLACK
978157,TRANSIT DISTRICT 33,ASIAN
940622,CSO INVESTIGATIONS UNIT,WHITE
980138,120 PRECINCT,WHITE
933238,BRONX COURT SECTION,ASIAN
962718,079 PRECINCT,WHITE
973696,028 PRECINCT,HISPANIC
946150,071 PRECINCT,BLACK
981771,RTS RECRUITS,ASIAN
977359,TRANSIT DISTRICT 1,BLACK
959922,HOUSING PSA 2,ASIAN
955368,HEADQUARTERS SECURITY UNIT,BLACK
972198,041 PRECINCT,BLACK
962050,073 PRECINCT,HISPANIC
936130,HOUSING COMMUNITY AFFAIRS SECT,BLACK
934703,083 PRECINCT,WHITE
929017,EXECUTIVE PROTECTION UNIT,BLACK
979441,114 PRECINCT,BLACK
981773,RTS RECRUITS,BLACK
973697,041 PRECINCT,BLACK
980139,MILITARY & EXTENDED LEAVE DESK,BLACK
935575,TRANSIT DISTRICT 20,BLACK
967285,044 PRECINCT,BLACK
948705,CANDIDATE ASSESSMENT DIVISION,BLACK
974464,041 PRECINCT,BLACK
969316,INTEL CIS FIO PROGRAM,HISPANIC
981774,RTS RECRUITS,BLACK
979656,100 PRECINCT,BLACK
982598,RTS RECRUITS,BLACK
976356,PSA 5 VIPER 12,BLACK
980831,079 PRECINCT,BLACK
966299,MEDICAL DIVISION,BLACK
952155,PBBX PUBLIC SAFETY TEAMS,WHITE
973148,110 PRECINCT,WHITE
975761,109 PRECINCT,BLACK
959122,060 PCT CONEY ISLAND DETAIL,WHITE
957992,EMER SERV SQ 01,WHITE
971632,049 PRECINCT,WHITE
957993,079 DET SQUAD,WHITE
959123,090 PRECINCT,WHITE
935576,084 PRECINCT,WHITE
929018,EMERGENCY SERVICE UNIT,WHITE
937350,CT OPERATIONAL SUPPORT SECTION,HISPANIC
928624,HB MANHATTAN RESPONSE TEAM,BLACK
980832,TIMES SQUARE UNIT,WHITE
939290,RTCC SOCIAL MEDIA ANALYSIS & RESEARCH TEAM,WHITE
968733,028 PRECINCT,WHITE
962721,108 PRECINCT,WHITE
948874,052 PRECINCT,WHITE
933240,STATEN ISLAND GRAND LARCENY SQD,WHITE
949535,TECH. ASSIST. & RESPONSE UNIT,WHITE
925975,104 PRECINCT,WHITE
949534,MILITARY & EXTENDED LEAVE DESK,WHITE
933241,111TH DET SQUAD,WHITE
975119,TB TRAIN PATROL FORCE,HISPANIC
972477,042 PRECINCT,HISPANIC
957076,HOUSING PSA 1,HISPANIC
930358,OPERATIONS & ANALYSIS SECTION,WHITE
981776,RTS RECRUITS,BLACK
957077,STRATEGIC RESP GRP 1 MANHATTAN,WHITE
981777,RTS RECRUITS,WHITE
976548,110 PRECINCT,WHITE
920752,UNIFORMED OPERATIONS UNIT,WHITE
967286,084 PRECINCT,HISPANIC
955370,081 PRECINCT,WHITE
981775,RTS RECRUITS,HISPANIC
976986,TB TRAIN PATROL FORCE,HISPANIC
940623,COD INVESTIGATION REVIEW SECTION,WHITE
957914,HOUSING PSA 4,WHITE
956195,047 PRECINCT,HISPANIC
937353,FIREARMS & TACTICS SECTION,WHITE
957994,HOUSING PSA 1,WHITE
964234,BROOKLYN COURT SECTION,BLACK
944927,045 PRECINCT,WHITE
976830,005 PRECINCT,BLACK
947391,STRATEGIC RESP GRP 1 MANHATTAN,HISPANIC
951125,013 DET SQUAD,ASIAN
947390,017 PRECINCT,WHITE
939292,INVESTIGATIVE SUPPORT SECTION,WHITE
970126,047 PRECINCT,BLACK
943723,001 PRECINCT,BLACK
955371,BRONX ZOO DETAIL,WHITE
964235,TRANSIT DISTRICT 11,ASIAN
974465,042 PRECINCT,BLACK
956196,001 PRECINCT,ASIAN
946152,LAB EVIDENCE CTRL & SECURITY,BLACK
942418,DBMS EVIDENCE COLLECTION TEAM,BLACK
981778,RTS RECRUITS,ASIAN
956197,001 PRECINCT,ASIAN
970125,024 PRECINCT,HISPANIC
939291,WARRANT SECTION,WHITE
973698,049 PRECINCT,HISPANIC
969318,110 PRECINCT,HISPANIC
935578,100 PRECINCT,HISPANIC
947942,MILITARY & EXTENDED LEAVE DESK,HISPANIC
962722,107 PRECINCT,BLACK
949905,110TH DET SQUAD,BLACK
955372,TB ANTI TERRORISM 3,HISPANIC
972200,069 PRECINCT,BLACK
937359,AC ZONE II BRONX/ MANHATTAN,WHITE
941186,122 PRECINCT,WHITE
964236,NARC BORO BRONX,BLACK
947387,DRUG ENFORCEMENT TASK FORCE,WHITE
959923,CEIS JOINT ORGANIZED CRIME TASK FORCE,WHITE
980833,075 PRECINCT,BLACK
937358,071 PRECINCT,HISPANIC
957995,TRANSIT DISTRICT 11,ASIAN
980834,HOUSING PSA 9,WHITE
962723,HOUSING PSA 3,BLACK
953306,CHARACTER ASSESSMENT SECTION,WHITE
947392,EMER SERV SQ 02,WHITE
962670,102ND DET SQUAD,WHITE
937894,109 PRECINCT,WHITE
951126,HOUSING PSA 1,WHITE
973699,TIMES SQUARE UNIT,WHITE
957998,120 PRECINCT,WHITE
953437,IN-SERVICE TRAINING SECTION,WHITE
977645,110 PRECINCT,WHITE
975122,111 PRECINCT,WHITE
977360,115 PRECINCT,HISPANIC
934105,106TH DET SQUAD,WHITE
967287,SSD YOUTH RESPONSE TEAM,HISPANIC
966300,BKLYN TRANSIT CRIMES SQUAD,HISPANIC
948124,HOUSING PSA 2,WHITE
976987,045 PRECINCT,BLACK
947839,050 PRECINCT,HISPANIC
939295,PATROL BORO BRONX,HISPANIC
935579,INTERNAL AFFAIRS BUREAU,WHITE
946430,WARRANT SECTION,WHITE
935580,CEIS FBI CYBER CRIMES TF,WHITE
940625,TRANSPORTATION BUREAU,BLACK
959125,DBBS EVIDENCE COLLECTION TEAM,WHITE
980835,HOUSING PSA 1,WHITE
968734,075 PRECINCT,HISPANIC
935581,LIFE-SAFETY SYSTEMS DIVISION,WHITE
949537,STRATEGIC RESPONSE GROUP,WHITE
977646,052 PRECINCT,BLACK
974466,PBQS JAMAICA AVE BID,HISPANIC
981779,RTS RECRUITS,HISPANIC
977648,TRANSIT DISTRICT 1,HISPANIC
947393,WARRANT SECTION,HISPANIC
977706,047 PRECINCT,HISPANIC
981780,RTS RECRUITS,HISPANIC
978739,101 PRECINCT,HISPANIC
976358,047 PRECINCT,HISPANIC
952158,TRANSIT DISTRICT 20,HISPANIC
940626,TRANSIT DISTRICT 2,BLACK
954269,032 DET SQUAD,HISPANIC
970130,PBBX COMMUNITY RESPONSE TEAM,HISPANIC
975123,041 PRECINCT,HISPANIC
942186,CENTRAL PK DET SQ,WHITE
974467,TRANSIT DISTRICT 12,HISPANIC
979442,047 PRECINCT,HISPANIC
980836,034 PRECINCT,HISPANIC
940627,TRANSIT BUREAU,HISPANIC
936225,045 DET SQUAD,HISPANIC
957079,040 PRECINCT,HISPANIC
982600,RTS RECRUITS,WHITE
966301,BROOKLYN ADULT SEX CRIMES SQUAD,WHITE
959126,TRANSIT DISTRICT 12,HISPANIC
968088,TRANSIT DISTRICT 33,HISPANIC
951128,PBBX COMMUNITY AFFAIRS SECTION,HISPANIC
939296,NARC BORO QUEENS SOUTH,HISPANIC
952162,HOUSING PSA 3,HISPANIC
982601,RTS RECRUITS,HISPANIC
982029,RTS RECRUITS,HISPANIC
981781,RTS RECRUITS,HISPANIC
939297,TRN BUR CMD LVL TRAINING UNIT,ASIAN
969319,BRONX ADULT SEX CRIMES SQUAD,HISPANIC
949538,044 DET SQUAD,HISPANIC
978979,081 PRECINCT,HISPANIC
953307,SSD YOUTH RESPONSE TEAM,HISPANIC
937363,INTERNAL AFFAIRS BUREAU,HISPANIC
967288,AUTO POUNDS,HISPANIC
963634,105 PRECINCT,HISPANIC
959924,HIGHWAY UNIT 1,HISPANIC
952159,FIRST DEPUTY COMMISSIONER,HISPANIC
979657,020 PRECINCT,HISPANIC
959925,BRONX ROBBERY SQUAD,HISPANIC
948269,TRANSIT BUREAU RESPONSE TEAM,HISPANIC
949942,043 PRECINCT,HISPANIC
972202,110 PRECINCT,HISPANIC
947665,MILITARY & EXTENDED LEAVE DESK,HISPANIC
981782,RTS RECRUITS,HISPANIC
940628,115 PRECINCT,HISPANIC
945394,HOUSING PSA 6,HISPANIC
975124,079 PRECINCT,HISPANIC
955373,075 PRECINCT,HISPANIC
982604,RTS RECRUITS,HISPANIC
968735,NARC BORO MANHATTAN NORTH,HISPANIC
951130,CRIME PREVENTION DIVISION,HISPANIC
959128,044 PRECINCT,HISPANIC
963227,104 PRECINCT,HISPANIC
937361,PATROL BORO MAN NORTH,HISPANIC
937364,BRONX ROBBERY SQUAD,HISPANIC
977650,079 PRECINCT,HISPANIC
941122,BRONX OPER NIGHT WATCH,HISPANIC
946156,HOUSING PSA 5,HISPANIC
968089,019 PRECINCT,HISPANIC
946155,OPERATIONS UNIT,HISPANIC
970805,DET BORO MANHATTAN NORTH,HISPANIC
963228,094 PRECINCT,HISPANIC
940658,DBBN EVIDENCE COLLECTION TEAM,HISPANIC
941173,006 PRECINCT,HISPANIC
953309,STRATEGIC RESPONSE GROUP,HISPANIC
980837,047 PRECINCT,HISPANIC
952161,BRONX COURT SECTION,HISPANIC
976359,115 PRECINCT,HISPANIC
947395,DBMN EVIDENCE COLLECTION TEAM,HISPANIC
971635,049 PRECINCT,HISPANIC
959928,WARRANT SECTION,HISPANIC
951129,044 PRECINCT,HISPANIC
959927,FORCE INVESTIGATION DIVISION,HISPANIC
980141,024 PRECINCT,HISPANIC
967290,HOUSING PSA 3,HISPANIC
937365,120 PRECINCT,HISPANIC
979444,026 PRECINCT,HISPANIC
975763,032 PRECINCT,HISPANIC
949539,POLICE ACADEMY,HISPANIC
976360,105 PRECINCT,HISPANIC
935583,DET BORO BKLYN NO HOMICIDE SQ,HISPANIC
940629,030 PRECINCT,HISPANIC
959926,DBBX EVIDENCE COLLECTION TEAM,HISPANIC
947510,STRIKE FORCE,HISPANIC
942421,LSSD ELECTRONICS SECTION,BLACK
979445,005 PRECINCT,HISPANIC
981784,RTS RECRUITS,HISPANIC
944946,PATROL BORO QUEENS NORTH,HISPANIC
980140,044 PRECINCT,HISPANIC
982605,RTS RECRUITS,HISPANIC
979443,034 PRECINCT,HISPANIC
982602,RTS RECRUITS,HISPANIC
978158,044 PRECINCT,HISPANIC
972897,048 PRECINCT,HISPANIC
982606,RTS RECRUITS,HISPANIC
978159,104 PRECINCT,HISPANIC
975936,013 PRECINCT,HISPANIC
979446,115 PRECINCT,HISPANIC
957080,026 DET SQUAD,HISPANIC
982603,RTS RECRUITS,HISPANIC
968736,114 PRECINCT,HISPANIC
969322,084 PRECINCT,HISPANIC
975764,TRANSIT DISTRICT 11,HISPANIC
951131,STRATEGIC RESP GRP 2 BRONX,HISPANIC
942422,034 PRECINCT,HISPANIC
967289,PBMS COMMUNITY RESPONSE TEAM,HISPANIC
963229,PBBX COMMUNITY RESPONSE TEAM,WHITE
958000,049 PRECINCT,HISPANIC
970132,063 PRECINCT,BLACK
940630,049 DET SQUAD,BLACK
937366,040 PRECINCT,BLACK
965450,HEALTH & WELLNESS SECTION,HISPANIC
911587,TRANSIT BUREAU,BLACK
982607,RTS RECRUITS,HISPANIC
952163,CRITICAL RESPONSE COMMAND,WHITE
963713,EMERGENCY SERVICE UNIT,WHITE
937368,075 PRECINCT,WHITE
970133,048 PRECINCT,HISPANIC
968737,048 PRECINCT,HISPANIC
959129,052 PRECINCT,HISPANIC
978160,052 PRECINCT,HISPANIC
941123,088 PRECINCT,ASIAN
939758,077 PRECINCT,HISPANIC
965837,040 PRECINCT,HISPANIC
965838,HOUSING PSA 8,HISPANIC
939302,INTERNAL AFFAIRS BUREAU,HISPANIC
968738,TB TRAIN PATROL FORCE,ASIAN
974468,044 PRECINCT,HISPANIC
952254,115 PRECINCT,WHITE
973150,SPEC CANDIDATE ASSESSMENT TEAM,WHITE
973151,TRANSIT DISTRICT 20,BLACK
967661,TRANSIT DISTRICT 30,BLACK
965839,MILITARY & EXTENDED LEAVE DESK,BLACK
969321,BROOKLYN COURT SECTION,HISPANIC
967659,042 PRECINCT,HISPANIC
982058,RTS RECRUITS,BLACK
937371,CRITICAL RESPONSE COMMAND,WHITE
923031,INTERNAL AFFAIRS BUREAU,BLACK
951134,WARRANT SECTION,ASIAN
980142,049 PRECINCT,HISPANIC
942424,POLICE ACADEMY,HISPANIC
971637,068 PRECINCT,WHITE
970470,049 PRECINCT,HISPANIC
981783,RTS RECRUITS,HISPANIC
977652,HOUSING PSA 4,BLACK
931030,CRIME SCENE UNIT,WHITE
973704,060 PCT CONEY ISLAND DETAIL,HISPANIC
972898,TB TRAIN PATROL FORCE,WHITE
971197,030 DET SQUAD,HISPANIC
977361,007 PRECINCT,HISPANIC
940632,POLICE ACADEMY,WHITE
970134,EQUIPMENT SECTION,WHITE
946158,040 PRECINCT,WHITE
976362,001 PRECINCT,WHITE
939303,INTEL CIS FIO PROGRAM,WHITE
946207,HOUSING PSA 9,WHITE
957081,EMERGENCY SERVICE UNIT,WHITE
972899,TRANSIT DISTRICT 20,WHITE
943725,OPERATIONS & ANALYSIS SECTION,WHITE
902273,PATROL BORO MAN NORTH,WHITE
975125,TB TRAIN PATROL FORCE,HISPANIC
944933,STRATEGIC RESP GRP 3 BROOKLYN,BLACK
963714,007 PRECINCT,BLACK
952164,013 PRECINCT,WHITE
964238,NARC BORO QUEENS SOUTH,WHITE
980143,043 PRECINCT,WHITE
942873,107 PRECINCT,HISPANIC
969323,018 PCT-MIDTOWN NO. PCT,WHITE
965321,PBMS PUBLIC SAFETY TEAMS,BLACK
961162,TRANSIT DISTRICT 12,HISPANIC
970136,TRANSIT DISTRICT 2,BLACK
970135,109 PRECINCT,HISPANIC
951133,MILITARY & EXTENDED LEAVE DESK,HISPANIC
943727,026 PRECINCT,BLACK
942426,PBBN SECURITY DETAIL,BLACK
980839,079 PRECINCT,BLACK
974471,HOUSING PSA 3,BLACK
941124,042 DET SQUAD,WHITE
981785,RTS RECRUITS,BLACK
913339,HOUSING COMMUNITY AFFAIRS SECT,BLACK
978161,049 PRECINCT,BLACK
979447,MILITARY & EXTENDED LEAVE DESK,BLACK
940633,HOUSING PSA 7,BLACK
935589,YOUTH STRATEGIES DIVISION,BLACK
931921,PATROL BORO MAN NORTH,BLACK
980838,073 PRECINCT,HISPANIC
939304,115 PRECINCT,BLACK
961166,OEEO INVESTIGATIONS UNIT,BLACK
958003,PATROL BORO BKLYN NORTH,BLACK
968739,STRATEGIC RESP GRP 5 SI,WHITE
937372,WARRANT SECTION,BLACK
937370,OFFICE OF THE CHIEF CRIME CONTROL STRATEGIES,WHITE
975126,LAB EVIDENCE CTRL & SECURITY,BLACK
963231,063 PRECINCT,WHITE
951137,DB TRANSIT SPECIAL INV SQUAD,BLACK
927410,OPERATIONS & ANALYSIS SECTION,WHITE
966303,COMMUNITY OUTREACH DIVISION,HISPANIC
959131,STRATEGIC RESP GRP 3 BROOKLYN,BLACK
977362,HOUSING PSA 5,HISPANIC
954773,PBMS BID TEAM,BLACK
976361,046 PRECINCT,HISPANIC
980144,121 PRECINCT,WHITE
942427,ESU CANINE TEAM,WHITE
904888,SCHOOL SAFETY DIVISION,BLACK
978162,120 PRECINCT,WHITE
924389,113 PRECINCT,BLACK
946160,HIGHWAY UNIT 2,BLACK
982608,RTS RECRUITS,HISPANIC
975765,PBMS THEATER DISTRICT UNIT,HISPANIC
968091,024 PRECINCT,BLACK
942428,CRITICAL RESPONSE COMMAND,BLACK
929030,066 PRECINCT,BLACK
964723,078 PRECINCT,BLACK
961164,048 PRECINCT,WHITE
978741,061 PRECINCT,BLACK
958004,STRATEGIC RESP GRP 4 QUEENS,WHITE
941089,PUBLIC SECURITY SECTION,HISPANIC
964724,110 PRECINCT,WHITE
951138,069 PRECINCT,BLACK
973706,TRANSIT BUREAU RESPONSE TEAM,BLACK
943729,108 PRECINCT,WHITE
974470,TRANSIT DISTRICT 30,BLACK
959133,INTEL CIS FIO PROGRAM,BLACK
947397,IDENTITY THEFT SQUAD,WHITE
982609,RTS RECRUITS,WHITE
962053,048 DET SQUAD,BLACK
946162,INTEL CIS FIO PROGRAM,BLACK
962054,STRATEGIC RESP GRP 1 MANHATTAN,BLACK
925983,CEIS JOINT ORGANIZED CRIME TASK FORCE,WHITE
962055,114 PRECINCT,WHITE
937374,RTCC INVESTIGATIVE SUPPORT SEC,WHITE
939306,104 PRECINCT,WHITE
952165,WARRANT SECTION,WHITE
972900,075 PRECINCT,BLACK
895904,AUTO CRIME UNIT,WHITE
947398,114 PRECINCT,WHITE
935574,CRITICAL RESPONSE COMMAND,HISPANIC
954270,112TH DET SQUAD,WHITE
949544,CRITICAL RESPONSE COMMAND,HISPANIC
931036,013 DET SQUAD,BLACK
939307,069 PRECINCT,HISPANIC
979448,109 PRECINCT,HISPANIC
951140,STRATEGIC RESP GRP 2 BRONX,WHITE
955374,EMER SERV SQ 10,WHITE
981786,RTS RECRUITS,BLACK
956199,HOUSING PSA 5,BLACK
970137,102 PRECINCT,WHITE
980145,042 PRECINCT,HISPANIC
971198,QUEENS WARRANT SQD,ASIAN
969324,047 PRECINCT,HISPANIC
953311,076 PRECINCT,HISPANIC
971638,050 PRECINCT,WHITE
959009,084 PRECINCT,WHITE
937375,DEP COMM PUBLIC INFORMATION,WHITE
962728,EMER SERV SQ 05,WHITE
920759,INTERNAL AFFAIRS BUREAU,BLACK
968742,060 PRECINCT,WHITE
947399,MANHATTAN COURT SECTION,HISPANIC
943297,PATROL BORO MAN SOUTH,WHITE
944159,017 PRECINCT,WHITE
980146,046 PRECINCT,HISPANIC
966807,044 DET SQUAD,WHITE
951141,DEP COMM PUBLIC INFORMATION,WHITE
956200,042 PRECINCT,HISPANIC
965451,TRANSIT DISTRICT 1,WHITE
967293,048 PRECINCT,BLACK
968740,017 PRECINCT,BLACK
966304,CT OPERATIONAL SUPPORT SECTION,WHITE
968743,052 PRECINCT,WHITE
935591,111TH DET SQUAD,WHITE
914011,018 PCT-MIDTOWN NO. PCT,WHITE
972901,116 PRECINCT,HISPANIC
982059,RTS RECRUITS,WHITE
943730,CAMPUS MANAGEMENT SECTION,HISPANIC
931040,MEDICAL DIVISION,WHITE
949545,070 PRECINCT,WHITE
953313,120 PRECINCT,WHITE
939308,109 PRECINCT,WHITE
952166,WORLD TRADE CENTER COMMAND,WHITE
955369,STRATEGIC TECHNOLOGY DIVISION,WHITE
971199,025 PRECINCT,HISPANIC
937377,INTERNAL AFFAIRS BUREAU,WHITE
933253,PBBS COMMUNITY AFFAIRS SECTION,WHITE
963716,007 PRECINCT,WHITE
975766,018 PCT-MIDTOWN NO. PCT,WHITE
979449,122 PRECINCT,HISPANIC
943731,TB SUBWAY SAFETY TASK FORCE,BLACK
945293,PROPERTY CLERK DIVISION,HISPANIC
968744,046 PRECINCT,HISPANIC
973709,105 PRECINCT,HISPANIC
971639,PBBX PUBLIC SAFETY TEAMS,WHITE
939309,105 PRECINCT,WHITE
972902,034 PRECINCT,HISPANIC
975127,TB TRAIN PATROL FORCE,ASIAN
967296,010 PRECINCT,WHITE
935592,025 DET SQUAD,HISPANIC
943732,070 PRECINCT,HISPANIC
954272,043 DET SQUAD,HISPANIC
939310,MILITARY & EXTENDED LEAVE DESK,HISPANIC
948412,034 PRECINCT,HISPANIC
973708,HB MANHATTAN RESPONSE TEAM,ASIAN
946164,109 PRECINCT,HISPANIC
970807,046 PRECINCT,HISPANIC
969327,NARC BORO BRONX,HISPANIC
978163,HOUSING PSA 7,HISPANIC
952167,101 PRECINCT,HISPANIC
965453,088 PRECINCT,HISPANIC
939311,OPERATIONS & ANALYSIS SECTION,HISPANIC
948122,INFO TECHNOLOGY SERVICES DIV,HISPANIC
916523,INTEL & COUNTERTERRORISM BUREAU,HISPANIC
940636,PBSI COMMUNITY AFFAIRS SECTION,BLACK
962732,POLICE ACADEMY,HISPANIC
967662,017 PRECINCT,HISPANIC
951144,QUEENS ROBBERY SQUAD,WHITE
934399,023 PRECINCT,BLACK
955377,OPERATIONS & ANALYSIS SECTION,HISPANIC
970808,SCHOOL SAFETY DIVISION,HISPANIC
934110,TRANSIT DISTRICT 3,HISPANIC
978743,DET BORO BKLYN SOUTH,WHITE
944934,HARBOR UNIT,WHITE
946165,BOMB SQUAD,WHITE
942429,CHIEF CRIME CONTROL STRATEGIES,HISPANIC
947677,EMERGENCY SERVICE UNIT,HISPANIC
972903,034 PRECINCT,HISPANIC
949723,INTERNAL AFFAIRS BUREAU,WHITE
978164,114 PRECINCT,HISPANIC
957084,TRANSIT BORO MANHATTAN,WHITE
978742,088 PRECINCT,HISPANIC
934351,CRIMINAL INTELLIGENCE SECTION,WHITE
931925,FUGITIVE ENFORCEMENT UNIT,WHITE
965454,102 PRECINCT,WHITE
979450,020 PRECINCT,HISPANIC
964239,TRANSIT DISTRICT 3,HISPANIC
956201,STRATEGIC RESP GRP 2 BRONX,BLACK
955378,CRITICAL RESPONSE COMMAND,WHITE
944935,123 PRECINCT,WHITE
982610,RTS RECRUITS,WHITE
942431,JOINT TERRORIST TASK FORCE,BLACK
962733,TRANSIT DISTRICT 12,BLACK
959135,033 PRECINCT,WHITE
977371,HOUSING PSA 2,HISPANIC
975128,019 PRECINCT,HISPANIC
942432,NARC BORO QUEENS SOUTH MAJOR CASE UNIT,WHITE
978980,090 PRECINCT,HISPANIC
979451,100 PRECINCT,HISPANIC
933256,DRUG ENFORCEMENT TASK FORCE,HISPANIC
925987,033 DET SQUAD,HISPANIC
951811,076 PRECINCT,WHITE
962056,BROOKLYN CHILD ABUSE SQUAD,HISPANIC
949546,MILITARY & EXTENDED LEAVE DESK,HISPANIC
977364,PSA 5 VIPER 12,HISPANIC
961169,HOUSING PSA 9,HISPANIC
942433,QUARTERMASTER SECTION,HISPANIC
972905,043 PRECINCT,HISPANIC
961038,109 PRECINCT,HISPANIC
942430,PATROL BORO BRONX,HISPANIC
947697,AVIATION UNIT,HISPANIC
940912,123 DETECTIVE SQUAD,HISPANIC
965455,HOUSING PSA 6,HISPANIC
979452,110 PRECINCT,HISPANIC
935595,LOWER MANHATTAN SECURITY INITIATIVE,HISPANIC
975129,044 PRECINCT,HISPANIC
976364,047 PRECINCT,HISPANIC
964726,034 PRECINCT,HISPANIC
955379,075 PRECINCT,HISPANIC
974473,043 PRECINCT,HISPANIC
937379,DEP COMM DEPARTMENT ADVOCATE,HISPANIC
943735,050 PRECINCT,HISPANIC
961170,PROPERTY CLERK DIVISION,HISPANIC
981787,RTS RECRUITS,HISPANIC
927807,PATROL BORO BRONX,HISPANIC
977365,HOUSING PSA 5,HISPANIC
949547,PBSI FERRY SECURITY UNIT,HISPANIC
959932,INFO TECHNOLOGY SERVICES DIV,HISPANIC
974472,045 PRECINCT,HISPANIC
970138,063 PRECINCT,HISPANIC
968094,SCHOOL SAFETY DIVISION,HISPANIC
962057,041 PRECINCT,HISPANIC
977366,046 PRECINCT,BLACK
972210,WARRANT SECTION,HISPANIC
948531,TRANSIT DISTRICT 30,HISPANIC
970139,052 PRECINCT,HISPANIC
966305,MILITARY & EXTENDED LEAVE DESK,HISPANIC
919624,BROOKLYN COURT SECTION,HISPANIC
935596,FUGITIVE ENFORCEMENT UNIT,HISPANIC
944160,CRITICAL RESPONSE COMMAND,HISPANIC
973711,084 PRECINCT,HISPANIC
965457,115 PRECINCT,HISPANIC
968093,TRANSIT DISTRICT 12,HISPANIC
945488,INTERNAL AFFAIRS BUREAU,BLACK
977367,103 PRECINCT,HISPANIC
947401,INTEL CIS FIO PROGRAM,HISPANIC
939313,INTERNAL AFFAIRS BUREAU,HISPANIC
979453,040 PRECINCT,HISPANIC
946421,HIGHWAY UNIT 3,HISPANIC
956202,079 PRECINCT,HISPANIC
968095,SCHOOL SAFETY DIVISION,HISPANIC
978744,HOUSING PSA 9,HISPANIC
951146,POLICE ACADEMY,HISPANIC
979454,105 PRECINCT,HISPANIC
980147,018 PCT-MIDTOWN NO. PCT,HISPANIC
970361,HB BROOKLYN RESPONSE TEAM,HISPANIC
981788,RTS RECRUITS,HISPANIC
952168,106TH DET SQUAD,HISPANIC
949906,QUALITY ASSURANCE SECTION,HISPANIC
942409,CANDIDATE ASSESSMENT DIVISION,HISPANIC
937381,MILITARY & EXTENDED LEAVE DESK,HISPANIC
982611,RTS RECRUITS,HISPANIC
978745,MILITARY & EXTENDED LEAVE DESK,HISPANIC
966808,INTEL CIS FIO PROGRAM,HISPANIC
943737,BROOKLYN STANDARDS & ASSESSMENTS UNIT,WHITE
980840,079 PRECINCT,HISPANIC
972207,047 PRECINCT,HISPANIC
946167,EXECUTIVE PROTECTION UNIT,HISPANIC
964241,PBMS SCOOTER TASK FORCE,HISPANIC
955382,H&W EMPLOYEE ASSISTANCE UNIT,HISPANIC
939590,SPECIAL INVESTIGATIONS UNIT,HISPANIC
981789,RTS RECRUITS,HISPANIC
955381,PBBX PUBLIC SAFETY TEAMS,HISPANIC
982612,RTS RECRUITS,HISPANIC
975304,NARC BORO BRONX,HISPANIC
954275,INFO TECHNOLOGY SERVICES DIV,HISPANIC
934113,CENTRAL PARK PRECINCT,HISPANIC
978165,TRANSIT DISTRICT 11,HISPANIC
938988,PATROL BORO BRONX,HISPANIC
951148,010 PRECINCT,HISPANIC
920765,SID COMPUTER CRIMES,HISPANIC
904900,043 DET SQUAD,HISPANIC
937383,046 PRECINCT,HISPANIC
947403,043 PRECINCT,HISPANIC
956552,LEGAL BUREAU,HISPANIC
963233,040 PRECINCT,HISPANIC
895910,NARC BORO QUEENS NORTH MAJOR CASE UNIT,HISPANIC
940639,073 DET SQUAD,HISPANIC
969329,018 PCT-MIDTOWN NO. PCT,HISPANIC
973712,047 PRECINCT,HISPANIC
968745,TRANSIT DISTRICT 30,HISPANIC
951149,102 PRECINCT,HISPANIC
925988,113TH DET SQUAD,HISPANIC
961171,040 DET SQUAD,HISPANIC
965459,075 PRECINCT,HISPANIC
955387,073 DET SQUAD,HISPANIC
975769,073 PRECINCT,HISPANIC
947376,PBBX COMMUNITY AFFAIRS SECTION,WHITE
965458,040 PRECINCT,HISPANIC
935598,PUBLIC SECURITY SECTION,HISPANIC
976365,120 PRECINCT,WHITE
942437,PATROL BORO BKLYN SOUTH,HISPANIC
935599,073 DET SQUAD,HISPANIC
973713,TIMES SQUARE UNIT,HISPANIC
955380,STRATEGIC RESP GRP 4 QUEENS,HISPANIC
931049,ORCHARD BEACH DETAIL,HISPANIC
935600,TRAFFIC ENFORCEMENT DISTRICT,HISPANIC
931928,HOUSING COMMUNITY AFFAIRS SECT,HISPANIC
956205,HOUSING PSA 7,HISPANIC
929042,FUGITIVE ENFORCEMENT UNIT,HISPANIC
967663,044 PRECINCT,HISPANIC
953316,CRITICAL RESPONSE COMMAND,HISPANIC
953317,019 PRECINCT,HISPANIC
981790,RTS RECRUITS,HISPANIC
949548,SEX OFFENDER MONITORING UNIT,HISPANIC
965460,TRANSIT DISTRICT 4,HISPANIC
949550,BX AUTO LARCENY UNIT,HISPANIC
933259,026 DET SQUAD,HISPANIC
955383,083 PRECINCT,HISPANIC
952169,CAMPUS MANAGEMENT SECTION,HISPANIC
939319,JOINT TERRORIST TASK FORCE,HISPANIC
946543,047 PRECINCT,HISPANIC
935602,088 PRECINCT,HISPANIC
932207,AC ZONE I QUEENS/BKLYN/S.I.,HISPANIC
935794,094 PRECINCT,HISPANIC
942439,023 PRECINCT,HISPANIC
968746,033 PRECINCT,HISPANIC
951150,067 PRECINCT,HISPANIC
967299,044 PRECINCT,HISPANIC
943738,CEIS MAJOR INVESTIGATION SQUAD,HISPANIC
958009,TRANSIT DISTRICT 11,HISPANIC
939321,WARRANT SECTION,HISPANIC
947835,073 PRECINCT,HISPANIC
931051,STRATEGIC RESP GRP 5 SI,HISPANIC
964242,HOUSING PSA 1,HISPANIC
